round,ground_truth,correct_percentage,loss,softmax_output,hedge_weights
44,2,0.00%,2.4622,"[0.015318907797336578, 0.028144337236881256, 0.06956461071968079, 0.05521911755204201, 0.012258722446858883, 0.0636647492647171, 0.03776494413614273, 0.03545350953936577, 0.0067154644057154655, 0.1069786325097084, 0.04111991822719574, 0.010406549088656902, 0.019457269459962845, 0.0045692273415625095, 0.03177263215184212, 0.016620293259620667, 0.03208771347999573, 0.025850512087345123, 0.051419444382190704, 0.01667071506381035, 0.009132986888289452, 0.0788203626871109, 0.03683366999030113, 0.018023550510406494, 0.050557054579257965, 0.026214366778731346, 0.07827746123075485, 0.021083291620016098]","[0.0010000000474974513, 0.9990420341491699]"
45,14,0.00%,3.8358,"[0.010723121464252472, 0.030097249895334244, 0.053915467113256454, 0.055721234530210495, 0.013753931038081646, 0.05816527083516121, 0.03535805270075798, 0.03657452389597893, 0.00666272034868598, 0.1003369465470314, 0.04603083059191704, 0.012657936662435532, 0.021418776363134384, 0.0043501234613358974, 0.027903025969862938, 0.01892414316534996, 0.021913910284638405, 0.026548348367214203, 0.048335738480091095, 0.020742569118738174, 0.013997898437082767, 0.08181068301200867, 0.029605582356452942, 0.02597859874367714, 0.05008638650178909, 0.025367284193634987, 0.10169439762830734, 0.021325254812836647]","[0.0010000000474974513, 0.9999998807907104]"
46,8,0.00%,2.8582,"[0.016236668452620506, 0.02430053986608982, 0.08401638269424438, 0.06720837205648422, 0.014765939675271511, 0.0243020411580801, 0.033214062452316284, 0.03657947853207588, 0.011890865862369537, 0.07247637212276459, 0.06898972392082214, 0.011575168929994106, 0.016089942306280136, 0.00824513379484415, 0.04468701779842377, 0.021483037620782852, 0.024191688746213913, 0.020051391795277596, 0.06979283690452576, 0.016909971833229065, 0.025607880204916, 0.06466139853000641, 0.023996837437152863, 0.02631761133670807, 0.033216994255781174, 0.02068953774869442, 0.0854971632361412, 0.033005911856889725]","[0.0010000000474974513, 0.9999923706054688]"
47,21,0.00%,2.5649,"[0.016789622604846954, 0.03155069798231125, 0.0507727675139904, 0.04633546993136406, 0.013256971724331379, 0.06946735084056854, 0.03408924117684364, 0.0326739102602005, 0.007223689462989569, 0.1159854307770729, 0.045442622154951096, 0.010638686828315258, 0.024123404175043106, 0.005114913918077946, 0.03455830737948418, 0.019449390470981598, 0.03297136723995209, 0.0251529011875391, 0.04910798370838165, 0.01740375906229019, 0.009641249664127827, 0.07666578888893127, 0.03842375427484512, 0.017059575766324997, 0.04319298639893532, 0.021052496507763863, 0.08659759163856506, 0.02525814063847065]","[0.0010000000474974513, 0.999350905418396]"
48,5,0.00%,2.5867,"[0.01678338833153248, 0.02895614504814148, 0.057744596153497696, 0.049835700541734695, 0.012541092000901699, 0.06322868913412094, 0.03524870052933693, 0.03365527465939522, 0.007239499595016241, 0.11141148954629898, 0.04842420667409897, 0.010712762363255024, 0.021756697446107864, 0.005037506576627493, 0.036015160381793976, 0.017888909205794334, 0.03162016719579697, 0.02492358908057213, 0.05135256424546242, 0.016843494027853012, 0.01000788901001215, 0.0788947269320488, 0.03736467659473419, 0.01775927096605301, 0.04480820894241333, 0.02073734626173973, 0.0847080871462822, 0.02450007013976574]","[0.0010170801542699337, 0.9989829063415527]"
49,11,0.00%,4.5553,"[0.017550446093082428, 0.029621344059705734, 0.050874244421720505, 0.04778372123837471, 0.013569154776632786, 0.06093586981296539, 0.03261352330446243, 0.03520877659320831, 0.008305533789098263, 0.11050155758857727, 0.05216771736741066, 0.010523277334868908, 0.022981198504567146, 0.005781782325357199, 0.037854067981243134, 0.019430218264460564, 0.03638714179396629, 0.023722724989056587, 0.04822108894586563, 0.014935724437236786, 0.011208723299205303, 0.08023510128259659, 0.038921475410461426, 0.01678789220750332, 0.043191567063331604, 0.02056599222123623, 0.0837717279791832, 0.02634844370186329]","[0.0010000000474974513, 0.9993782043457031]"
50,15,0.00%,4.0896,"[0.019918080419301987, 0.031085291877388954, 0.034739669412374496, 0.034146007150411606, 0.012629869394004345, 0.11128190159797668, 0.03782999888062477, 0.03134943172335625, 0.006379649508744478, 0.12108762562274933, 0.038868583738803864, 0.011411050334572792, 0.02886004000902176, 0.004723798483610153, 0.03152403235435486, 0.016606805846095085, 0.04027468338608742, 0.02708376757800579, 0.036334436386823654, 0.017172018066048622, 0.005996664986014366, 0.08067811280488968, 0.05121535435318947, 0.012382721528410912, 0.04255230352282524, 0.018133733421564102, 0.07206907123327255, 0.023665262386202812]","[0.0010000000474974513, 0.9993665814399719]"
51,11,0.00%,4.4753,"[0.015145973302423954, 0.02667030692100525, 0.08189660310745239, 0.06469516456127167, 0.012545524165034294, 0.03826989606022835, 0.03209894895553589, 0.037021517753601074, 0.009115589782595634, 0.09341322630643845, 0.06055783852934837, 0.010538168251514435, 0.015105953440070152, 0.005450102966278791, 0.04022015258669853, 0.01876206509768963, 0.025668025016784668, 0.02105439081788063, 0.06363681703805923, 0.014659936539828777, 0.016191771253943443, 0.07202408462762833, 0.02591509371995926, 0.02216418832540512, 0.04126487672328949, 0.021298279985785484, 0.08863866329193115, 0.0259767547249794]","[0.0010000000474974513, 0.9991151094436646]"
52,24,0.00%,3.1095,"[0.02194052003324032, 0.022372381761670113, 0.04153174161911011, 0.0381358340382576, 0.011405996978282928, 0.08030961453914642, 0.03609379753470421, 0.03326668217778206, 0.008482854813337326, 0.12006663531064987, 0.05375799164175987, 0.01147377211600542, 0.022798966616392136, 0.005772378761321306, 0.040223803371191025, 0.014219428412616253, 0.04395497217774391, 0.0239196065813303, 0.037933722138404846, 0.014278584159910679, 0.007150025572627783, 0.0925549641251564, 0.05298980697989464, 0.012562962248921394, 0.053571123629808426, 0.015686457976698875, 0.0607643648982048, 0.022780997678637505]","[0.0010000000474974513, 0.9991332292556763]"
53,15,0.00%,4.6397,"[0.028447560966014862, 0.008890184573829174, 0.030929064378142357, 0.04455211013555527, 0.01778484508395195, 0.04245781525969505, 0.08182521909475327, 0.02494647540152073, 0.0507027730345726, 0.0513322614133358, 0.07276219129562378, 0.04727156460285187, 0.016677556559443474, 0.017274683341383934, 0.023062778636813164, 0.009757406078279018, 0.0713210180401802, 0.012442704290151596, 0.022504519671201706, 0.02908693253993988, 0.009584812447428703, 0.10851578414440155, 0.06970413774251938, 0.008163134567439556, 0.0307684987783432, 0.01732025295495987, 0.026022329926490784, 0.02589130587875843]","[0.0010000000474974513, 0.9999909400939941]"
54,17,0.00%,4.0066,"[0.02650657296180725, 0.0177486389875412, 0.0489451140165329, 0.06069696322083473, 0.022269586101174355, 0.032266292721033096, 0.05933234095573425, 0.027496978640556335, 0.053914595395326614, 0.04984695836901665, 0.07026656717061996, 0.039501141756772995, 0.017351411283016205, 0.019488880410790443, 0.029358280822634697, 0.01666553132236004, 0.04667941853404045, 0.014566874131560326, 0.03940148279070854, 0.029576865956187248, 0.01860135607421398, 0.07489815354347229, 0.0397210419178009, 0.016070514917373657, 0.024594556540250778, 0.024486061185598373, 0.04397863522171974, 0.03576924279332161]","[0.0010000000474974513, 1.0]"
55,17,0.00%,3.8714,"[0.018964705988764763, 0.019009077921509743, 0.043558888137340546, 0.05244765058159828, 0.013640746474266052, 0.05350286513566971, 0.03214692696928978, 0.0348518081009388, 0.01187204010784626, 0.11649011820554733, 0.07073456794023514, 0.011939894407987595, 0.01953057013452053, 0.008650409989058971, 0.04483026638627052, 0.0207956712692976, 0.03893670439720154, 0.01920759491622448, 0.03922457620501518, 0.01246862392872572, 0.01406065933406353, 0.08901683241128922, 0.04422115162014961, 0.013813669793307781, 0.049835409969091415, 0.014222986996173859, 0.06628018617630005, 0.025745445862412453]","[0.0010000000474974513, 1.0]"
56,13,0.00%,5.4177,"[0.01287731435149908, 0.030014382675290108, 0.04785195365548134, 0.0468892827630043, 0.011660498566925526, 0.055285967886447906, 0.030219780281186104, 0.027012908831238747, 0.008433546870946884, 0.11813908070325851, 0.057268064469099045, 0.012508546002209187, 0.023502567782998085, 0.004440698307007551, 0.034088894724845886, 0.02066146768629551, 0.031020017340779305, 0.021830957382917404, 0.05253072455525398, 0.019784744828939438, 0.011476462706923485, 0.08787704259157181, 0.028509508818387985, 0.017849519848823547, 0.039723318070173264, 0.018806183710694313, 0.10508722066879272, 0.02464931271970272]","[0.0010000000474974513, 0.9999987483024597]"
57,9,1.72%,2.2435,"[0.018179582431912422, 0.026094015687704086, 0.05051921680569649, 0.042952291667461395, 0.010468710213899612, 0.09297506511211395, 0.0382489413022995, 0.03130105510354042, 0.006755804643034935, 0.11671792715787888, 0.045707762241363525, 0.013264162465929985, 0.021017996594309807, 0.004099120851606131, 0.03366580232977867, 0.016074329614639282, 0.03617287427186966, 0.02563491277396679, 0.04116586595773697, 0.01654132269322872, 0.006510776001960039, 0.08638813346624374, 0.042246852070093155, 0.013890976086258888, 0.05143742635846138, 0.01781257428228855, 0.0730138048529625, 0.02114267274737358]","[0.0010000000474974513, 0.9992232322692871]"
58,15,1.69%,4.0540,"[0.014040755107998848, 0.026631100103259087, 0.0779481902718544, 0.06140049174427986, 0.012010486796498299, 0.05450649559497833, 0.03783664479851723, 0.03789821267127991, 0.008765896782279015, 0.0946783721446991, 0.05483584105968475, 0.01432647556066513, 0.013837860897183418, 0.0042639183811843395, 0.032406456768512726, 0.01731931045651436, 0.026402095332741737, 0.023214582353830338, 0.0533326119184494, 0.016469530761241913, 0.011909210123121738, 0.07782839238643646, 0.02619822695851326, 0.02098555862903595, 0.05053276941180229, 0.022620053961873055, 0.08577900379896164, 0.022021448239684105]","[0.0010000000474974513, 0.9996746182441711]"
59,21,1.67%,2.5013,"[0.015433132648468018, 0.025224458426237106, 0.07256749272346497, 0.05622781440615654, 0.01198724377900362, 0.051345404237508774, 0.03517710790038109, 0.03544630482792854, 0.00893410388380289, 0.10282374918460846, 0.05867355316877365, 0.012539428658783436, 0.015594116412103176, 0.00524880550801754, 0.039382897317409515, 0.01904461719095707, 0.030124133452773094, 0.02343362383544445, 0.053685273975133896, 0.015239134430885315, 0.012024790979921818, 0.07547660917043686, 0.02721542678773403, 0.01885421760380268, 0.049031954258680344, 0.01853921450674534, 0.08584605157375336, 0.024879418313503265]","[0.0010808843653649092, 0.9989190697669983]"
60,24,1.64%,2.9446,"[0.015778297558426857, 0.02462335117161274, 0.07110955566167831, 0.05467972159385681, 0.011398124508559704, 0.05651167407631874, 0.036660086363554, 0.03471548482775688, 0.008380015380680561, 0.10447205603122711, 0.056559622287750244, 0.012972746975719929, 0.01610507443547249, 0.005089459475129843, 0.038913045078516006, 0.01853022910654545, 0.03068612702190876, 0.024434596300125122, 0.05173831433057785, 0.015664532780647278, 0.010868063196539879, 0.0779159888625145, 0.02867339923977852, 0.01807877980172634, 0.050280969589948654, 0.018161715939641, 0.08312182128429413, 0.023877184838056564]","[0.0010000000474974513, 0.9992702007293701]"
61,12,1.61%,3.9255,"[0.016644850373268127, 0.023961680009961128, 0.05768008157610893, 0.04701720550656319, 0.010140573605895042, 0.07407677918672562, 0.037377920001745224, 0.03225771710276604, 0.007030010223388672, 0.11325686424970627, 0.052244603633880615, 0.013152153231203556, 0.01963753066956997, 0.0047953869216144085, 0.038282688707113266, 0.0176400076597929, 0.03375236317515373, 0.026699988171458244, 0.044526804238557816, 0.016032936051487923, 0.008472343906760216, 0.08558088541030884, 0.03494836762547493, 0.015551569871604443, 0.05301597714424133, 0.01663578674197197, 0.07742667943239212, 0.022160271182656288]","[0.0016542657976970077, 0.9983457326889038]"
62,0,1.59%,4.4380,"[0.011485083028674126, 0.02493457868695259, 0.05101754143834114, 0.04413830116391182, 0.011572604067623615, 0.06664952635765076, 0.03651997447013855, 0.026215489953756332, 0.007758897263556719, 0.1282200664281845, 0.049494825303554535, 0.013941165059804916, 0.02167273312807083, 0.004734738729894161, 0.03379650413990021, 0.02020457200706005, 0.0335589237511158, 0.0254779364913702, 0.04529233276844025, 0.021886266767978668, 0.008718173950910568, 0.0836295634508133, 0.02536492422223091, 0.016130127012729645, 0.051524508744478226, 0.016408037394285202, 0.09773426502943039, 0.021918339654803276]","[0.0010000000474974513, 0.9998879432678223]"
63,22,1.56%,3.1637,"[0.01626509055495262, 0.02297188527882099, 0.05645285174250603, 0.046917494386434555, 0.009990195743739605, 0.06954725086688995, 0.036733776330947876, 0.031627532094717026, 0.007115419488400221, 0.11333464831113815, 0.055389706045389175, 0.01333331037312746, 0.02048962190747261, 0.005052659194916487, 0.039395932108163834, 0.018197620287537575, 0.03291714936494827, 0.026806402951478958, 0.044450774788856506, 0.01605023443698883, 0.009005681611597538, 0.08733303099870682, 0.0337504968047142, 0.015803838148713112, 0.05365088954567909, 0.015531538054347038, 0.0794394388794899, 0.0224455613642931]","[0.001596976537257433, 0.998403012752533]"
64,27,1.54%,3.7070,"[0.014982596039772034, 0.02219594083726406, 0.06320099532604218, 0.051146265119314194, 0.011161626316606998, 0.05185830965638161, 0.034978237003088, 0.03255888819694519, 0.00824584998190403, 0.10831113159656525, 0.062154412269592285, 0.012875482439994812, 0.018249740824103355, 0.005726720672100782, 0.04191472381353378, 0.01975233666598797, 0.031496427953243256, 0.024960000067949295, 0.04902900382876396, 0.015313300304114819, 0.011374288238584995, 0.08221499621868134, 0.028545914217829704, 0.01760656014084816, 0.05234250798821449, 0.015040713362395763, 0.08827130496501923, 0.024491705000400543]","[0.0010156664066016674, 0.9989843368530273]"
65,5,1.52%,2.7082,"[0.01810886710882187, 0.02137414552271366, 0.044445060193538666, 0.038265593349933624, 0.009301048703491688, 0.08438873291015625, 0.03827553987503052, 0.028386315330863, 0.006159673444926739, 0.11542236804962158, 0.05178168788552284, 0.01435398031026125, 0.02620958350598812, 0.005009794607758522, 0.03882308676838875, 0.01776861771941185, 0.03700998052954674, 0.028920074924826622, 0.0379364900290966, 0.017279857769608498, 0.007046411745250225, 0.09360640496015549, 0.04328214004635811, 0.013526266440749168, 0.05426955968141556, 0.01324300467967987, 0.07359923422336578, 0.022206515073776245]","[0.0010000000474974513, 0.9990511536598206]"
66,8,1.49%,4.7790,"[0.019001733511686325, 0.01976054161787033, 0.04860253632068634, 0.039894621819257736, 0.009347849525511265, 0.07650354504585266, 0.039719559252262115, 0.02919008769094944, 0.006539294496178627, 0.1107713058590889, 0.055401768535375595, 0.014729460701346397, 0.0245832409709692, 0.005370166152715683, 0.04150044545531273, 0.017568213865160942, 0.03616825118660927, 0.02854209765791893, 0.03966875001788139, 0.017191382125020027, 0.007577130571007729, 0.0927925556898117, 0.042849477380514145, 0.014018895104527473, 0.05494572967290878, 0.012536928988993168, 0.07188473641872406, 0.023339776322245598]","[0.0010418517049401999, 0.998958170413971]"
67,2,1.47%,2.8695,"[0.018743496388196945, 0.01975453644990921, 0.05368940532207489, 0.043126143515110016, 0.010237138718366623, 0.06422370672225952, 0.0384257435798645, 0.030730435624718666, 0.007744781207293272, 0.10870206356048584, 0.060249797999858856, 0.014232615008950233, 0.02203855849802494, 0.00605146074667573, 0.043821122497320175, 0.018621452152729034, 0.036230556666851044, 0.026944909244775772, 0.04267369955778122, 0.016009237617254257, 0.008883890695869923, 0.08825192600488663, 0.03851816803216934, 0.014770982787013054, 0.0544406957924366, 0.012676509097218513, 0.07482542097568512, 0.02538159117102623]","[0.0010000000474974513, 0.9993081092834473]"
