round,ground_truth,correct_percentage,loss,softmax_output,hedge_weights
38,11,2.56%,3.7491,"[0.03009760193526745, 0.0071984450332820415, 0.011697642505168915, 0.025847818702459335, 0.04531395062804222, 0.015345514751970768, 0.005794521886855364, 0.0392485149204731, 0.03453109785914421, 0.042427338659763336, 0.04598946124315262, 0.03004264272749424, 0.02154538780450821, 0.0312669575214386, 0.04662998020648956, 0.03664294630289078, 0.05142934247851372, 0.02946021594107151, 0.02872541919350624, 0.05636247619986534, 0.007832673378288746, 0.029111318290233612, 0.02321743592619896, 0.02095814235508442, 0.06519706547260284, 0.04445762187242508, 0.15948645770549774, 0.014142034575343132]","[0.07826337218284607, 0.02858046442270279, 0.2339647114276886, 0.23364494740962982, 0.03501105308532715, 0.3905354142189026]"
39,8,2.50%,3.4567,"[0.026999423280358315, 0.008427261374890804, 0.013166608288884163, 0.028858885169029236, 0.05200536921620369, 0.014814360067248344, 0.00515879737213254, 0.03863979130983353, 0.041985951364040375, 0.04633865877985954, 0.051871590316295624, 0.025907007977366447, 0.021401984617114067, 0.037020985037088394, 0.05028070881962776, 0.030743226408958435, 0.04237348213791847, 0.036299511790275574, 0.026643840596079826, 0.06593068689107895, 0.007123731076717377, 0.02782878279685974, 0.023047208786010742, 0.020819609984755516, 0.06963633745908737, 0.03647265210747719, 0.13257040083408356, 0.017633169889450073]","[0.028896909207105637, 0.15768414735794067, 0.06315119564533234, 0.04460842162370682, 0.41405755281448364, 0.2916017472743988]"
40,0,2.44%,4.0193,"[0.03368287533521652, 0.006907789036631584, 0.01337405014783144, 0.02396521344780922, 0.03350263461470604, 0.01821162737905979, 0.004871589597314596, 0.03481072559952736, 0.038211941719055176, 0.03688564524054527, 0.046973031014204025, 0.03560485318303108, 0.01838904432952404, 0.02399822324514389, 0.04696425423026085, 0.041343849152326584, 0.046498898416757584, 0.029899757355451584, 0.023844705894589424, 0.04591033235192299, 0.009290114976465702, 0.0345986932516098, 0.01969587244093418, 0.016104185953736305, 0.07947839051485062, 0.042386796325445175, 0.1836031973361969, 0.010991734452545643]","[0.18406212329864502, 0.07743390649557114, 0.039986662566661835, 0.2737329304218292, 0.05460672453045845, 0.370177686214447]"
41,13,2.38%,3.2750,"[0.027782082557678223, 0.007112252525985241, 0.014078151434659958, 0.023442566394805908, 0.047787122428417206, 0.01530810073018074, 0.0048399982042610645, 0.04247929900884628, 0.054641492664813995, 0.04493088275194168, 0.055237337946891785, 0.02870742604136467, 0.02323444001376629, 0.03455992788076401, 0.04848850890994072, 0.024441156536340714, 0.0438782200217247, 0.033092185854911804, 0.024717457592487335, 0.06764278560876846, 0.00679280748590827, 0.022632014006376266, 0.022006003186106682, 0.021843770518898964, 0.07015366852283478, 0.041714463382959366, 0.12861184775829315, 0.01984405890107155]","[0.02979477494955063, 0.23253755271434784, 0.03686085343360901, 0.3531506061553955, 0.07616349309682846, 0.27149271965026855]"
42,2,2.33%,4.2554,"[0.023803425952792168, 0.008172297850251198, 0.014744458720088005, 0.028036436066031456, 0.053919676691293716, 0.013511566445231438, 0.00484855379909277, 0.04338138923048973, 0.05723361298441887, 0.05459354817867279, 0.05540027096867561, 0.02459517866373062, 0.021165402606129646, 0.04326217994093895, 0.04870981350541115, 0.024945950135588646, 0.035562627017498016, 0.03574544936418533, 0.026347193866968155, 0.07066719233989716, 0.005688132718205452, 0.02393965609371662, 0.024590754881501198, 0.020814811810851097, 0.06676175445318222, 0.0337214469909668, 0.11418433487415314, 0.0216528233140707]","[0.22418692708015442, 0.03699635714292526, 0.03841157630085945, 0.25262054800987244, 0.4014725089073181, 0.046312157064676285]"
43,0,2.27%,3.9404,"[0.021698525175452232, 0.008635294623672962, 0.014602305367588997, 0.027855465188622475, 0.05911093205213547, 0.01274031400680542, 0.004846193362027407, 0.04111822322010994, 0.06224795803427696, 0.05173373967409134, 0.05702760070562363, 0.023666013032197952, 0.02326124534010887, 0.04724288731813431, 0.04864996299147606, 0.023316320031881332, 0.03412890061736107, 0.03757382929325104, 0.025278883054852486, 0.07875983417034149, 0.005497671198099852, 0.022532667964696884, 0.024776408448815346, 0.02203553169965744, 0.06367798149585724, 0.03230210766196251, 0.10157166421413422, 0.02411157265305519]","[0.03585342690348625, 0.04737396165728569, 0.2915691137313843, 0.34348079562187195, 0.2274496704339981, 0.05427295342087746]"
44,8,2.22%,2.8496,"[0.037896424531936646, 0.006399326492100954, 0.015646494925022125, 0.023820485919713974, 0.032036300748586655, 0.019292129203677177, 0.00485659297555685, 0.040595319122076035, 0.04039457440376282, 0.045311715453863144, 0.0432065948843956, 0.038759421557188034, 0.017745118588209152, 0.024448687210679054, 0.04729524254798889, 0.03590434789657593, 0.04523041844367981, 0.026636015623807907, 0.027153829112648964, 0.04126373305916786, 0.008723761886358261, 0.033281370997428894, 0.0203990638256073, 0.016052234917879105, 0.07351065427064896, 0.04637359082698822, 0.1767340451478958, 0.011032570153474808]","[0.036216024309396744, 0.03165784478187561, 0.21505624055862427, 0.3642340302467346, 0.28365081548690796, 0.0691850483417511]"
45,11,2.17%,3.4193,"[0.03418722748756409, 0.00678889499977231, 0.01671588234603405, 0.02486385777592659, 0.03994550183415413, 0.017222847789525986, 0.004973156377673149, 0.045935481786727905, 0.047815632075071335, 0.050634581595659256, 0.04594046249985695, 0.03509858250617981, 0.020196059718728065, 0.031151771545410156, 0.049370814114809036, 0.02902602031826973, 0.0452161580324173, 0.028868798166513443, 0.027229273691773415, 0.05045405775308609, 0.007465709466487169, 0.027988577261567116, 0.02139415219426155, 0.01815878041088581, 0.06756686419248581, 0.04392683133482933, 0.14711442589759827, 0.014749604277312756]","[0.02540181577205658, 0.03686821088194847, 0.24008750915527344, 0.2940772473812103, 0.07544199377298355, 0.32812321186065674]"
46,3,2.13%,3.7853,"[0.030353756621479988, 0.0074620055966079235, 0.017240319401025772, 0.025803815573453903, 0.043050188571214676, 0.015878450125455856, 0.004342589061707258, 0.044620610773563385, 0.05837365239858627, 0.05328072980046272, 0.04870247468352318, 0.0328264944255352, 0.019895613193511963, 0.0362660214304924, 0.05049457028508186, 0.024763142690062523, 0.04127544164657593, 0.03213440999388695, 0.02552272006869316, 0.05825434625148773, 0.006422506179660559, 0.025230729952454567, 0.020804276689887047, 0.01790827512741089, 0.07298243045806885, 0.03800171613693237, 0.130924254655838, 0.017184538766741753]","[0.022791339084506035, 0.030086727812886238, 0.2637734115123749, 0.30939099192619324, 0.3102642297744751, 0.06369330734014511]"
47,9,2.08%,2.8376,"[0.04781080782413483, 0.006095536518841982, 0.020361443981528282, 0.02346705086529255, 0.024910200387239456, 0.025905495509505272, 0.004960022401064634, 0.04371357709169388, 0.040610797703266144, 0.048523321747779846, 0.040410593152046204, 0.04603676125407219, 0.015836769714951515, 0.02107669785618782, 0.04328153654932976, 0.03501248359680176, 0.04342755675315857, 0.025646530091762543, 0.027628690004348755, 0.029186571016907692, 0.010103701613843441, 0.034366849809885025, 0.020129432901740074, 0.013563504442572594, 0.07352584600448608, 0.0445336177945137, 0.1799478977918625, 0.00992679689079523]","[0.030728019773960114, 0.3095725476741791, 0.019234459847211838, 0.054721489548683167, 0.31805428862571716, 0.26768919825553894]"
48,26,4.08%,1.5597,"[0.041867446154356, 0.006149069871753454, 0.019731249660253525, 0.023439524695277214, 0.02863660268485546, 0.021646326407790184, 0.004749152343720198, 0.044675733894109726, 0.044497743248939514, 0.05199381709098816, 0.040810659527778625, 0.044953424483537674, 0.0165958721190691, 0.02456778846681118, 0.04683661460876465, 0.032640956342220306, 0.04500408470630646, 0.026009688153862953, 0.02638304978609085, 0.03695821762084961, 0.008748835884034634, 0.03224369138479233, 0.01948237605392933, 0.014835547655820847, 0.06969486176967621, 0.04545998200774193, 0.17036199569702148, 0.011025696992874146]","[0.01414407417178154, 0.02877209149301052, 0.24788834154605865, 0.3067893981933594, 0.04724036157131195, 0.3551657795906067]"
49,11,4.00%,3.2488,"[0.0394737608730793, 0.007405771408230066, 0.021507736295461655, 0.026027848944067955, 0.03196525573730469, 0.01950676739215851, 0.00439741974696517, 0.047061316668987274, 0.06531612575054169, 0.06063741445541382, 0.042928241193294525, 0.040942128747701645, 0.017974521964788437, 0.031189052388072014, 0.0453127920627594, 0.02382943220436573, 0.03715677559375763, 0.027239512652158737, 0.028603971004486084, 0.04017961397767067, 0.007169188465923071, 0.02663700096309185, 0.021795447915792465, 0.01582685112953186, 0.08166646957397461, 0.038614511489868164, 0.13434940576553345, 0.01528565026819706]","[0.018234943971037865, 0.022768430411815643, 0.2964307963848114, 0.26302844285964966, 0.04904777929186821, 0.35048964619636536]"
50,16,3.92%,3.1361,"[0.04786063730716705, 0.0058658006601035595, 0.02203206531703472, 0.02228119969367981, 0.024963708594441414, 0.024773940443992615, 0.004465969745069742, 0.04479138180613518, 0.04859549179673195, 0.050913628190755844, 0.0408845916390419, 0.049656081944704056, 0.016796642914414406, 0.021971238777041435, 0.04354199022054672, 0.03061400167644024, 0.04231518507003784, 0.025491369888186455, 0.0259195975959301, 0.030736494809389114, 0.009427330456674099, 0.03150016814470291, 0.01934981532394886, 0.01383746974170208, 0.07358530163764954, 0.044655077159404755, 0.1725345104932785, 0.01063923817127943]","[0.01368738617748022, 0.32572177052497864, 0.02476004883646965, 0.3056506812572479, 0.2993692457675934, 0.03081083670258522]"
51,0,3.85%,3.0386,"[0.048045821487903595, 0.006013863254338503, 0.022017501294612885, 0.023389644920825958, 0.020736809819936752, 0.026663148775696754, 0.004865702241659164, 0.03984707593917847, 0.03872932866215706, 0.049158040434122086, 0.03515362739562988, 0.05717714503407478, 0.013830477371811867, 0.019667118787765503, 0.04028892517089844, 0.039770036935806274, 0.046675827354192734, 0.022499142214655876, 0.026979485526680946, 0.02667984925210476, 0.010145862586796284, 0.03622491657733917, 0.019441965967416763, 0.012050497345626354, 0.07126092910766602, 0.04409807175397873, 0.19026590883731842, 0.008323290385305882]","[0.015878405421972275, 0.3668571412563324, 0.02268158085644245, 0.28832846879959106, 0.03783807158470154, 0.26841631531715393]"
52,15,3.77%,3.5598,"[0.03563211113214493, 0.00687053520232439, 0.021041451022028923, 0.02713562361896038, 0.03663352504372597, 0.01665380783379078, 0.004423824138939381, 0.047184694558382034, 0.05645435303449631, 0.06541844457387924, 0.03997994586825371, 0.0422927625477314, 0.0177979227155447, 0.03409876674413681, 0.04761562496423721, 0.026650048792362213, 0.04210209101438522, 0.025359932333230972, 0.029041239991784096, 0.04634616896510124, 0.00627412972971797, 0.02697509154677391, 0.022479016333818436, 0.01611259952187538, 0.06637140363454819, 0.04085692763328552, 0.13812439143657684, 0.014073552563786507]","[0.3840457797050476, 0.016178974881768227, 0.02429909259080887, 0.29055270552635193, 0.0396798774600029, 0.24524356424808502]"
53,13,3.70%,3.2311,"[0.056058723479509354, 0.005049584899097681, 0.021878959611058235, 0.020690733566880226, 0.02061755210161209, 0.02847292274236679, 0.005067059770226479, 0.045152559876441956, 0.036188285797834396, 0.04646323248744011, 0.03390248119831085, 0.059946201741695404, 0.016396494582295418, 0.017902985215187073, 0.039165157824754715, 0.03598387539386749, 0.052833203226327896, 0.021954618394374847, 0.025783488526940346, 0.023469965904951096, 0.010764498263597488, 0.03354707732796669, 0.017406417056918144, 0.01292991079390049, 0.061978649348020554, 0.04849676042795181, 0.1935756355524063, 0.008322940208017826]","[0.011764159426093102, 0.01409849151968956, 0.37475350499153137, 0.242558091878891, 0.29943928122520447, 0.05738651379942894]"
54,13,3.64%,3.3888,"[0.05750470235943794, 0.004888813477009535, 0.025267522782087326, 0.021208835765719414, 0.02077704481780529, 0.031338632106781006, 0.004591717384755611, 0.04790746420621872, 0.03765595331788063, 0.05774804577231407, 0.0348464697599411, 0.06039506942033768, 0.014740027487277985, 0.01918436586856842, 0.038231249898672104, 0.029295634478330612, 0.05140663683414459, 0.022068241611123085, 0.028088727965950966, 0.024608386680483818, 0.009578212164342403, 0.0285192783921957, 0.019071757793426514, 0.013284151442348957, 0.06072467193007469, 0.04791079834103584, 0.17962108552455902, 0.009536540135741234]","[0.008451346307992935, 0.008551378734409809, 0.46842077374458313, 0.2511764466762543, 0.06769391894340515, 0.19570615887641907]"
55,24,3.57%,2.7732,"[0.0504424124956131, 0.0054193418473005295, 0.023104041814804077, 0.024473736062645912, 0.02363634668290615, 0.026102187111973763, 0.005009669344872236, 0.04457375407218933, 0.04070282727479935, 0.0541166216135025, 0.03609795123338699, 0.056435294449329376, 0.015131361782550812, 0.022588061168789864, 0.03848450258374214, 0.036179959774017334, 0.05142493173480034, 0.02193107269704342, 0.028070831671357155, 0.028237847611308098, 0.008465727791190147, 0.03087747097015381, 0.020752793177962303, 0.012983648106455803, 0.063624307513237, 0.04385966807603836, 0.1774827390909195, 0.009790893644094467]","[0.008268230594694614, 0.004590261727571487, 0.4209359288215637, 0.2199205756187439, 0.05424832925200462, 0.29203665256500244]"
56,7,3.51%,3.0937,"[0.04141925275325775, 0.006738117430359125, 0.02419913560152054, 0.029342912137508392, 0.030504196882247925, 0.020559560507535934, 0.004297295585274696, 0.04549736529588699, 0.05270479992032051, 0.06690921634435654, 0.038269054144620895, 0.04910827428102493, 0.015817629173398018, 0.03240062668919563, 0.04127201437950134, 0.03084956482052803, 0.042641282081604004, 0.02561681903898716, 0.029142964631319046, 0.036174822598695755, 0.00649879639968276, 0.029026050120592117, 0.022714657709002495, 0.01365156751126051, 0.06885631382465363, 0.03512873873114586, 0.14796367287635803, 0.012695354409515858]","[0.003957953304052353, 0.47725579142570496, 0.005980603862553835, 0.2544126808643341, 0.1897500902414322, 0.06864286214113235]"
57,26,5.17%,1.8775,"[0.05267566442489624, 0.0054220655001699924, 0.02396116405725479, 0.023210721090435982, 0.023943884298205376, 0.02718915417790413, 0.004882937762886286, 0.05033070966601372, 0.04114328324794769, 0.05445282533764839, 0.035180799663066864, 0.05890212580561638, 0.017040349543094635, 0.02376043237745762, 0.03787626698613167, 0.03184954822063446, 0.05605846643447876, 0.02378222532570362, 0.02701142244040966, 0.0268695205450058, 0.008629444055259228, 0.02866382710635662, 0.018477272242307663, 0.013511954806745052, 0.06108325347304344, 0.042393751442432404, 0.17103707790374756, 0.010659869760274887]","[0.3145175874233246, 0.005396946333348751, 0.0038423254154622555, 0.2625304162502289, 0.07157329469919205, 0.342139333486557]"
58,22,5.08%,3.7341,"[0.03436053544282913, 0.007467275019735098, 0.025039328262209892, 0.03222203999757767, 0.03774046525359154, 0.016804035753011703, 0.0038322226610034704, 0.049198493361473083, 0.07007180154323578, 0.07841953635215759, 0.04197745397686958, 0.04070406034588814, 0.016979210078716278, 0.04538398236036301, 0.040625788271427155, 0.023981044068932533, 0.03509055823087692, 0.02916857972741127, 0.02826862223446369, 0.043935805559158325, 0.00477437162771821, 0.0243269894272089, 0.023864155635237694, 0.014524601399898529, 0.06928382813930511, 0.02766735851764679, 0.11646143347024918, 0.01782640814781189]","[0.003726994851604104, 0.005010820459574461, 0.3552556037902832, 0.07637912780046463, 0.32952067255973816, 0.23010675609111786]"
59,19,5.00%,3.5814,"[0.0569031685590744, 0.005344054661691189, 0.025924241170287132, 0.024166548624634743, 0.019915953278541565, 0.03225131705403328, 0.004552383907139301, 0.04696134850382805, 0.036987870931625366, 0.053106434643268585, 0.03348780423402786, 0.06420192122459412, 0.014695197343826294, 0.02152039296925068, 0.03356558829545975, 0.03614167496562004, 0.053534187376499176, 0.024022383615374565, 0.026929117739200592, 0.021100357174873352, 0.009090645238757133, 0.031172245740890503, 0.01878589764237404, 0.011123402044177055, 0.0641026571393013, 0.036611903458833694, 0.1847352683544159, 0.009066061116755009]","[0.004575042054057121, 0.4094213545322418, 0.004613486584275961, 0.3064533472061157, 0.056852664798498154, 0.21808409690856934]"
