round,ground_truth,emergency_percentage,correct_percentage,loss,softmax_output,alpha,0.05,,EMA Dampened
279,1,49.64%,74.29%,0.008,"[0.04639267548918724, 0.9536073207855225]",0.281508325,,,
280,1,49.82%,74.38%,1.3915,"[0.0628272145986557, 0.9371727705001831]",0.337007909,,,
281,1,50.00%,74.47%,0.0125,"[0.02215707115828991, 0.9778428673744202]",0.320782513,,,
282,1,50.18%,74.56%,0.0064,"[0.006042648106813431, 0.9939572811126709]",0.305063388,,,
283,1,50.35%,74.65%,0.0069,"[0.010058434680104256, 0.9899415373802185]",0.290155218,,,
284,1,50.53%,74.74%,0.003,"[0.0017933191265910864, 0.9982067346572876]",0.275797457,,,
285,1,50.70%,74.83%,0.7492,"[0.04668814688920975, 0.9533119201660156]",0.299467585,,,
286,0,50.52%,74.91%,0.1758,"[0.7459508180618286, 0.2540491819381714]",0.293284205,,,
287,0,50.35%,75.00%,0.0133,"[0.9861612319946289, 0.01383881364017725]",0.279284995,,,
288,0,50.17%,74.74%,3.6064,"[0.012948185205459595, 0.9870518445968628]",0.445640745,,,
289,0,50.00%,74.48%,1.6345,"[0.09595168381929398, 0.9040482640266418]",0.505083708,,,
290,0,49.83%,74.57%,0.0223,"[0.9653011560440063, 0.03469889611005783]",0.480944523,,,
291,1,50.00%,74.66%,0.0208,"[0.022372586652636528, 0.9776273965835571]",0.457937297,,,
292,0,49.83%,74.74%,0.0173,"[0.9819913506507874, 0.018008600920438766]",0.435905432,,,
293,1,50.00%,74.83%,0.0023,"[0.002228120109066367, 0.9977717995643616]",0.41422516,,,
294,0,49.83%,74.92%,0.0099,"[0.9903097748756409, 0.009690211154520512]",0.394008902,,,
295,0,49.66%,75.00%,0.0036,"[0.9964685440063477, 0.003531401278451085]",0.374488457,,,
296,1,49.83%,75.08%,0.0062,"[0.002641855040565133, 0.9973581433296204]",0.356074034,,,
297,0,49.66%,75.17%,0.0268,"[0.9821764230728149, 0.017823578789830208]",0.339610332,,,
298,0,49.50%,75.25%,0.0209,"[0.9870262742042542, 0.012973756529390812]",0.323674816,,,
299,1,49.67%,75.33%,0.0033,"[0.003784335684031248, 0.9962156414985657]",0.307656075,,,
300,0,49.50%,75.08%,2.7525,"[0.11258669197559357, 0.8874133229255676]",0.429898271,,,
301,1,49.67%,75.17%,0.435,"[0.23993925750255585, 0.760060727596283]",0.430153358,,,
302,1,49.83%,75.25%,0.0171,"[0.02286902256309986, 0.9771310091018677]",0.40950069,,,
303,1,50.00%,75.33%,0.0099,"[0.01174056064337492, 0.9882594347000122]",0.389520655,,,
304,0,49.84%,75.41%,1.8976,"[0.5605344772338867, 0.43946555256843567]",0.464924623,,,
305,0,49.67%,75.49%,0.0027,"[0.9976338148117065, 0.0023661982268095016]",0.441813391,,,
306,1,49.84%,75.57%,1.357,"[0.04937111586332321, 0.9506288766860962]",0.487572722,,,
307,1,50.00%,75.65%,0.0405,"[0.06248122453689575, 0.937518835067749]",0.465219086,,,
308,0,49.84%,75.73%,0.0029,"[0.9969877600669861, 0.003012234577909112]",0.442103131,,,
309,1,50.00%,75.81%,2.1274,"[0.04510977491736412, 0.9548901915550232]",0.526367975,,,
310,0,49.84%,75.88%,0.0133,"[0.9903691411018372, 0.009630795568227768]",0.500714576,,,
311,1,50.00%,75.96%,0.0523,"[0.0495338998734951, 0.9504660367965698]",0.478293847,,,
312,0,49.84%,76.04%,0.0091,"[0.9931014776229858, 0.006898544263094664]",0.454834155,,,
313,0,49.68%,76.11%,0.011,"[0.9872910380363464, 0.012709036469459534]",0.432642447,,,
314,0,49.52%,76.19%,0.0054,"[0.9944865107536316, 0.0055135395377874374]",0.411280325,,,
315,0,49.37%,76.27%,0.9169,"[0.5739099979400635, 0.4260900318622589]",0.436561309,,,
316,1,49.53%,76.34%,0.0028,"[0.004036612343043089, 0.9959633350372314]",0.414873243,,,
317,0,49.37%,76.42%,0.0105,"[0.9855208992958069, 0.01447916030883789]",0.394654581,,,
318,0,49.22%,76.49%,0.0073,"[0.9916642904281616, 0.008335691876709461]",0.375286852,,,
319,0,49.06%,76.56%,0.0041,"[0.9957063794136047, 0.004293692763894796]",0.356727509,,,
320,1,49.22%,76.64%,0.1239,"[0.024700377136468887, 0.9752996563911438]",0.345086134,,,
321,1,49.38%,76.71%,0.1404,"[0.11356569081544876, 0.8864343166351318]",0.334851827,,,
322,0,49.23%,76.78%,0.0187,"[0.9842138290405273, 0.01578615978360176]",0.319044236,,,
323,1,49.38%,76.85%,0.0848,"[0.05523897707462311, 0.9447610378265381]",0.307332024,,,
324,1,49.54%,76.92%,0.0206,"[0.33444342017173767, 0.6655566692352295]",0.292995423,,,
325,0,49.39%,76.99%,0.0079,"[0.9919947385787964, 0.008005239069461823]",0.278740652,,,
326,1,49.54%,77.06%,0.0065,"[0.0062499456107616425, 0.9937500357627869]",0.265128619,,,
327,0,49.39%,77.13%,0.0346,"[0.9820502996444702, 0.017949728295207024]",0.253602188,,,
328,0,49.24%,77.20%,0.0043,"[0.9954631924629211, 0.004536773078143597]",0.241137079,,,
329,1,49.39%,77.27%,0.2325,"[0.12125034630298615, 0.8787497282028198]",0.240705225,,,
330,1,49.55%,77.34%,0.4079,"[0.2983754873275757, 0.7016245126724243]",0.249064964,,,
331,0,49.40%,77.41%,0.0057,"[0.9931430816650391, 0.006856893189251423]",0.236896715,,,
332,1,49.55%,77.48%,0.3181,"[0.47420090436935425, 0.5257990956306458]",0.24095688,,,
333,0,49.40%,77.54%,0.107,"[0.9087426662445068, 0.09125730395317078]",0.234259036,,,
334,1,49.55%,77.61%,0.0037,"[0.002956818789243698, 0.9970431923866272]",0.222731084,,,
335,0,49.40%,77.38%,2.7594,"[0.023413902148604393, 0.976586103439331]",0.34956453,,,
336,1,49.55%,77.45%,0.0346,"[0.015827175229787827, 0.9841728210449219]",0.333816303,,,
337,1,49.70%,77.51%,0.2467,"[0.2887336015701294, 0.7112664580345154]",0.329460488,,,
338,1,49.85%,77.58%,0.0072,"[0.03845955431461334, 0.9615404605865479]",0.313347464,,,
339,1,50.00%,77.65%,0.0018,"[0.0016846603248268366, 0.9983153343200684]",0.29777009,,,
340,0,49.85%,77.42%,3.5107,"[0.014052021317183971, 0.9859479665756226]",0.458416586,,,
341,1,50.00%,77.49%,0.0015,"[0.00151800864841789, 0.9984820485115051]",0.435570757,,,
342,1,50.15%,77.55%,0.0013,"[0.001340098213404417, 0.9986598491668701]",0.413857219,,,
343,1,50.29%,77.62%,0.011,"[0.019936850294470787, 0.9800630807876587]",0.393714358,,,
344,1,50.43%,77.68%,0.0064,"[0.0056003243662416935, 0.9943996071815491]",0.37434864,,,
345,1,50.58%,77.75%,0.0032,"[0.003211255418136716, 0.996788740158081]",0.355791208,,,
346,1,50.72%,77.81%,0.0033,"[0.004493147134780884, 0.9955068826675415]",0.338166648,,,
347,0,50.57%,77.87%,0.563,"[0.8192285895347595, 0.18077144026756287]",0.349408315,,,
348,1,50.72%,77.94%,0.0032,"[0.0043698446825146675, 0.995630145072937]",0.332097899,,,
349,0,50.57%,78.00%,0.0477,"[0.8183457851409912, 0.18165424466133118]",0.317878004,,,
350,1,50.71%,78.06%,0.0047,"[0.004644604865461588, 0.9953553676605225]",0.302219104,,,
351,0,50.57%,78.12%,0.0764,"[0.8489792943000793, 0.15102067589759827]",0.290928149,,,
352,0,50.42%,77.90%,4.465,"[0.013134721666574478, 0.9868653416633606]",0.499631742,,,
353,0,50.28%,77.97%,0.0877,"[0.9554083943367004, 0.04459160193800926]",0.479035154,,,
354,1,50.42%,78.03%,0.0043,"[0.004544398747384548, 0.9954556226730347]",0.455298397,,,
355,0,50.28%,78.09%,0.038,"[0.9668593406677246, 0.03314068168401718]",0.434433477,,,
356,0,50.14%,78.15%,0.0267,"[0.9567112922668457, 0.043288737535476685]",0.414046803,,,
357,0,50.00%,78.21%,0.0226,"[0.9800236225128174, 0.019976403564214706]",0.394474463,,,
358,0,49.86%,78.27%,0.005,"[0.9950760006904602, 0.004923986736685038]",0.37500074,,,
359,0,49.72%,78.33%,0.0041,"[0.9955690503120422, 0.004430960398167372]",0.356455703,,,
360,0,49.58%,78.39%,0.0087,"[0.9899768233299255, 0.010023228824138641]",0.339067918,,,
361,1,49.72%,78.45%,0.0021,"[0.0024023994337767363, 0.9975976347923279]",0.322219522,,,
362,0,49.59%,78.51%,0.0748,"[0.7208624482154846, 0.279137521982193]",0.309848546,,,
363,1,49.73%,78.57%,0.0044,"[0.0034714608918875456, 0.9965285658836365]",0.294576118,,,
364,1,49.86%,78.63%,0.0401,"[0.09665344655513763, 0.9033465385437012]",0.281852312,,,
365,1,50.00%,78.69%,0.0024,"[0.002284933812916279, 0.9977151155471802]",0.267879697,,,
366,0,49.86%,78.75%,0.0031,"[0.9968664050102234, 0.003133572405204177]",0.254640712,,,
367,0,49.73%,78.80%,0.0017,"[0.9981245398521423, 0.0018754113698378205]",0.241993676,,,
368,0,49.59%,78.86%,0.0016,"[0.9981012940406799, 0.00189875194337219]",0.229973993,,,
369,0,49.46%,78.92%,0.0468,"[0.5922992825508118, 0.4077007472515106]",0.220815293,,,
370,0,49.33%,78.98%,0.0013,"[0.9987297654151917, 0.0012702412204816937]",0.209839528,,,
371,0,49.19%,79.03%,0.0012,"[0.9985780715942383, 0.0014219405129551888]",0.199407552,,,
372,1,49.33%,79.09%,0.0039,"[0.0042830538004636765, 0.9957169890403748]",0.189632174,,,
373,0,49.20%,79.14%,0.0043,"[0.997694194316864, 0.0023057644721120596]",0.180365566,,,
374,0,49.07%,79.20%,0.0887,"[0.980914831161499, 0.019085202366113663]",0.175782287,,,
375,1,49.20%,78.99%,2.4042,"[0.8610596656799316, 0.1389402598142624]",0.287203173,,,
376,0,49.07%,79.05%,0.0014,"[0.9983006119728088, 0.0016994625329971313]",0.272913014,,,
377,0,48.94%,79.10%,0.0014,"[0.9987780451774597, 0.0012219895143061876]",0.259337364,,,
378,0,48.81%,79.16%,0.0266,"[0.8453956246376038, 0.15460437536239624]",0.247700495,,,
379,1,48.95%,78.95%,3.59,"[0.9821590781211853, 0.017840906977653503]",0.414815471,,,
380,0,48.82%,79.00%,0.0013,"[0.9987409710884094, 0.0012589978286996484]",0.394139697,,,
381,1,48.95%,79.06%,0.0047,"[0.007090934086591005, 0.9929090738296509]",0.374667712,,,
382,1,49.09%,79.11%,0.0026,"[0.0025093918666243553, 0.997490644454956]",0.356064327,,,
383,1,49.22%,79.17%,0.0042,"[0.0027806551661342382, 0.9972193241119385]",0.33847111,,,
384,1,49.35%,78.96%,1.3017,"[0.9499115347862244, 0.05008840933442116]",0.386632555,,,
385,0,49.22%,79.02%,0.0016,"[0.9987503290176392, 0.0012496295385062695]",0.367380927,,,
386,0,49.10%,79.07%,0.0244,"[0.9072596430778503, 0.09274031966924667]",0.350231881,,,
387,1,49.23%,79.12%,0.5703,"[0.056192729622125626, 0.9438072443008423]",0.361235287,,,
388,1,49.36%,78.92%,2.3021,"[0.9782031774520874, 0.021796755492687225]",0.458278522,,,
389,0,49.23%,78.97%,0.0023,"[0.9979887008666992, 0.0020113210193812847]",0.435479596,,,
390,0,49.10%,79.03%,0.052,"[0.985111653804779, 0.014888329431414604]",0.416305616,,,
391,0,48.98%,79.08%,0.0015,"[0.9983903169631958, 0.0016096982872113585]",0.395565336,,,
392,1,49.11%,78.88%,2.3675,"[0.9618051648139954, 0.03819478675723076]",0.494162069,,,
393,1,49.24%,78.93%,0.0872,"[0.12757036089897156, 0.872429609298706]",0.473813965,,,
394,0,49.11%,78.99%,0.002,"[0.998256504535675, 0.0017435388872399926]",0.450223267,,,
395,0,48.99%,79.04%,0.0014,"[0.998594343662262, 0.0014056767104193568]",0.427782104,,,
396,0,48.87%,79.09%,0.0014,"[0.9986625909805298, 0.0013374004047363997]",0.406462999,,,
397,0,48.74%,79.15%,0.0029,"[0.9972785115242004, 0.002721519907936454]",0.386284849,,,
398,1,48.87%,78.95%,0.1515,"[0.5700287222862244, 0.42997121810913086]",0.374545606,,,
399,0,48.75%,79.00%,0.0024,"[0.9979233741760254, 0.0020765538793057203]",0.355938326,,,
400,1,48.88%,78.80%,0.3461,"[0.8382089138031006, 0.16179104149341583]",0.35544641,,,
401,0,48.76%,78.86%,0.0023,"[0.9980756044387817, 0.0019243620336055756]",0.337789089,,,
402,1,48.88%,78.91%,0.1418,"[0.01939115673303604, 0.9806088805198669]",0.327989635,,,
403,1,49.01%,78.96%,0.2522,"[0.0750584602355957, 0.9249414801597595]",0.324200153,,,
404,1,49.14%,79.01%,0.0066,"[0.007230524905025959, 0.9927694797515869]",0.308320145,,,
405,0,49.01%,78.82%,1.3278,"[0.20987991988658905, 0.7901201248168945]",0.359294138,,,
406,0,48.89%,78.87%,0.009,"[0.9916151762008667, 0.00838481355458498]",0.341779431,,,
407,1,49.02%,78.92%,0.1099,"[0.10965655744075775, 0.8903434872627258]",0.33018546,,,
408,1,49.14%,78.97%,0.0123,"[0.00301756476983428, 0.9969823956489563]",0.314291187,,,
409,0,49.02%,78.78%,1.2426,"[0.06262890994548798, 0.9373710751533508]",0.360706627,,,
410,1,49.15%,78.83%,0.0011,"[0.0011823857203125954, 0.9988176226615906]",0.342726296,,,
411,1,49.27%,78.88%,0.0027,"[0.005083258263766766, 0.9949167966842651]",0.325724981,,,
412,0,49.15%,78.69%,4.9384,"[0.01254219189286232, 0.987457811832428]",0.556358732,,,
413,0,49.03%,78.74%,0.0156,"[0.9915568828582764, 0.008443139493465424]",0.529320795,,,
414,1,49.16%,78.80%,0.0036,"[0.005188238341361284, 0.9948117733001709]",0.503034756,,,
415,0,49.04%,78.61%,1.8054,"[0.4947826564311981, 0.5052173733711243]",0.568153018,,,
416,1,49.16%,78.66%,0.0013,"[0.001657168846577406, 0.9983428716659546]",0.539810367,,,
417,1,49.28%,78.71%,0.0034,"[0.0021554231643676758, 0.9978445768356323]",0.512989849,,,
418,1,49.40%,78.76%,0.0014,"[0.001555682742036879, 0.9984443783760071]",0.487410356,,,
419,1,49.52%,78.81%,0.0161,"[0.02900092676281929, 0.9709991216659546]",0.463844838,,,
420,1,49.64%,78.86%,0.0015,"[0.0014616268454119563, 0.9985383749008179]",0.440727596,,,
421,1,49.76%,78.91%,0.7506,"[0.4180182218551636, 0.5819818377494812]",0.456221217,,,
422,1,49.88%,78.96%,0.0133,"[0.007751420605927706, 0.99224853515625]",0.434075156,,,
423,0,49.76%,79.01%,0.0052,"[0.9941400289535522, 0.0058599803596735]",0.412631398,,,
424,0,49.65%,78.82%,3.6531,"[0.023264529183506966, 0.976735532283783]",0.574654828,,,
425,1,49.77%,78.87%,0.0215,"[0.018014458939433098, 0.9819855690002441]",0.546997087,,,
426,0,49.65%,78.92%,0.0113,"[0.9917827844619751, 0.008217142894864082]",0.520212232,,,
427,0,49.53%,78.97%,0.0413,"[0.973057746887207, 0.026942316442728043]",0.496266621,,,
428,1,49.65%,79.02%,0.0052,"[0.1105111762881279, 0.8894888162612915]",0.47171329,,,
429,1,49.77%,79.07%,0.1078,"[0.1048365905880928, 0.8951634764671326]",0.453517625,,,
430,1,49.88%,79.12%,0.0078,"[0.03153185173869133, 0.968468189239502]",0.431231744,,,
431,1,50.00%,79.17%,0.0066,"[0.004210918676108122, 0.995789110660553]",0.410000157,,,
432,1,50.12%,79.21%,0.0018,"[0.0019510004203766584, 0.9980490207672119]",0.389590149,,,
433,0,50.00%,79.03%,2.75,"[0.05848114565014839, 0.9415188431739807]",0.507610641,,,
434,1,50.11%,79.08%,0.0084,"[0.041118066757917404, 0.9588819146156311]",0.482650109,,,
435,1,50.23%,79.13%,0.0046,"[0.012847954407334328, 0.9871520400047302]",0.458747604,,,
436,0,50.11%,79.18%,0.0043,"[0.9973383545875549, 0.0026615792885422707]",0.436025224,,,
437,0,50.00%,79.22%,0.017,"[0.9570583701133728, 0.042941655963659286]",0.415073963,,,
438,1,50.11%,79.27%,0.0018,"[0.0022807754576206207, 0.9977192282676697]",0.394410264,,,
439,0,50.00%,79.32%,0.0128,"[0.9257035255432129, 0.07429645210504532]",0.375329751,,,
440,1,50.11%,79.37%,0.0071,"[0.007542010396718979, 0.9924579858779907]",0.356918264,,,
441,0,50.00%,79.41%,0.0039,"[0.9959563612937927, 0.00404362753033638]",0.33926735,,,
442,1,50.11%,79.46%,0.0025,"[0.0026245745830237865, 0.99737548828125]",0.322428983,,,
443,0,50.00%,79.50%,0.0576,"[0.8496844172477722, 0.15031561255455017]",0.309187534,,,
444,0,49.89%,79.55%,0.0071,"[0.9967206120491028, 0.0032793304417282343]",0.294083157,,,
445,0,49.78%,79.60%,0.0031,"[0.9936991930007935, 0.006300759967416525]",0.279533999,,,
446,1,49.89%,79.64%,0.232,"[0.012544460594654083, 0.9874556064605713]",0.277157299,,,
447,1,50.00%,79.69%,0.0134,"[0.3569435477256775, 0.6430563926696777]",0.263969434,,,
448,0,49.89%,79.73%,0.0083,"[0.9761993885040283, 0.02380060963332653]",0.251185963,,,
449,1,50.00%,79.78%,0.1037,"[0.007613283582031727, 0.9923866987228394]",0.243811664,,,
450,0,49.89%,79.82%,0.0026,"[0.9952511787414551, 0.004748777020722628]",0.231751081,,,
451,0,49.78%,79.87%,0.0027,"[0.9969497323036194, 0.003050274448469281]",0.220298527,,,
452,0,49.67%,79.91%,0.8467,"[0.8189641237258911, 0.1810358613729477]",0.251618601,,,
453,1,49.78%,79.96%,1.3713,"[0.44524839520454407, 0.5547515749931335]",0.307602671,,,
454,1,49.89%,80.00%,0.006,"[0.05600423365831375, 0.9439957737922668]",0.292522537,,,
455,0,49.78%,79.82%,3.1484,"[0.023878952488303185, 0.9761210680007935]",0.43531641,,,
456,0,49.67%,79.87%,0.0012,"[0.996729850769043, 0.0032702009193599224]",0.41361059,,,
457,0,49.56%,79.69%,2.2746,"[0.1529858559370041, 0.8470141291618347]",0.50666006,,,
458,0,49.46%,79.74%,0.0018,"[0.9957767128944397, 0.004223356023430824]",0.481417057,,,
459,1,49.57%,79.78%,0.0016,"[0.001928506069816649, 0.9980714917182922]",0.457426204,,,
460,0,49.46%,79.61%,0.4175,"[0.4418313205242157, 0.5581687092781067]",0.455429894,,,
461,0,49.35%,79.65%,0.0015,"[0.9922888875007629, 0.0077110943384468555]",0.4327334,,,
462,0,49.24%,79.70%,0.0019,"[0.9929628968238831, 0.007037143222987652]",0.41119173,,,
463,0,49.14%,79.74%,0.0016,"[0.9839727878570557, 0.0160271767526865]",0.390712143,,,
464,0,49.03%,79.78%,0.0021,"[0.9967756867408752, 0.0032242583110928535]",0.371281536,,,
465,0,48.93%,79.83%,0.0028,"[0.9941012263298035, 0.0058987755328416824]",0.352857459,,,
466,1,49.04%,79.87%,0.03,"[0.021297506988048553, 0.9787024855613708]",0.336714586,,,
467,1,49.15%,79.91%,0.0018,"[0.002094372408464551, 0.9979056119918823]",0.319968857,,,
468,1,49.25%,79.96%,0.0032,"[0.005410413723438978, 0.9945895671844482]",0.304130414,,,
469,1,49.36%,80.00%,0.2007,"[0.10224437713623047, 0.8977556228637695]",0.298958893,,,
470,0,49.26%,80.04%,0.1958,"[0.6342349648475647, 0.3657650351524353]",0.293800949,,,
471,0,49.15%,80.08%,0.0107,"[0.9736818671226501, 0.026318106800317764]",0.279645901,,,
472,1,49.26%,80.13%,0.0027,"[0.004512233659625053, 0.9954877495765686]",0.265798606,,,
473,1,49.37%,79.96%,0.0771,"[0.5090547204017639, 0.4909452199935913]",0.256363676,,,
474,1,49.47%,80.00%,0.7071,"[0.13766534626483917, 0.862334668636322]",0.278900492,,,
475,0,49.37%,80.04%,0.0026,"[0.9982743263244629, 0.0017256307182833552]",0.265085467,,,
476,1,49.48%,80.08%,0.3778,"[0.4814130663871765, 0.5185869336128235]",0.270721194,,,
477,0,49.37%,80.13%,0.0021,"[0.9976031184196472, 0.0023968585301190615]",0.257290134,,,
478,1,49.48%,80.17%,0.0078,"[0.026392925530672073, 0.973607063293457]",0.244815628,,,
479,0,49.38%,80.21%,0.0032,"[0.991400420665741, 0.008599605411291122]",0.232734846,,,
480,1,49.48%,80.25%,0.0017,"[0.0027606531511992216, 0.997239351272583]",0.221183104,,,
481,0,49.38%,80.08%,2.4523,"[0.36606937646865845, 0.6339306831359863]",0.332738949,,,
482,1,49.48%,80.12%,0.0026,"[0.00316645042039454, 0.9968336224555969]",0.316232001,,,
483,0,49.38%,79.96%,1.6471,"[0.14630162715911865, 0.8536983132362366]",0.382775401,,,
484,0,49.28%,80.00%,0.0067,"[0.9944472312927246, 0.005552802234888077]",0.363971631,,,
485,0,49.18%,80.04%,0.0044,"[0.9980517625808716, 0.0019482297357171774]",0.34599305,,,
486,1,49.28%,80.08%,0.0101,"[0.055119387805461884, 0.9448805451393127]",0.329198397,,,
487,0,49.18%,80.12%,0.0056,"[0.9979546070098877, 0.002045370638370514]",0.313018477,,,
488,0,49.08%,79.96%,2.7152,"[0.1019580215215683, 0.8980419635772705]",0.433127553,,,
489,1,49.18%,80.00%,0.2198,"[0.006564012728631496, 0.9934359788894653]",0.422461176,,,
490,1,49.29%,80.04%,0.0021,"[0.0022205377463251352, 0.9977794289588928]",0.401443117,,,
491,1,49.39%,80.08%,0.0032,"[0.003594957059249282, 0.9964051246643066]",0.381530961,,,
492,1,49.49%,80.12%,0.3422,"[0.00829064566642046, 0.9917094111442566]",0.379564413,,,
493,0,49.39%,80.16%,0.0023,"[0.9973600506782532, 0.002639885526150465]",0.360701192,,,
494,1,49.49%,80.20%,0.0032,"[0.009233557619154453, 0.9907664060592651]",0.342826133,,,
495,0,49.40%,80.24%,0.0054,"[0.9986240863800049, 0.0013759348075836897]",0.325954826,,,
496,1,49.50%,80.28%,0.0225,"[0.030085906386375427, 0.9699141383171082]",0.310782085,,,
497,0,49.40%,80.32%,0.0037,"[0.9837893843650818, 0.01621057279407978]",0.295427981,,,
498,0,49.30%,80.36%,0.003,"[0.9851285219192505, 0.014871407300233841]",0.280806582,,,
499,1,49.40%,80.40%,0.0021,"[0.003009663661941886, 0.9969903230667114]",0.266871252,,,
500,1,49.50%,80.44%,0.0179,"[0.01893877424299717, 0.9810612201690674]",0.25442269,,,
501,1,49.60%,80.48%,0.1471,"[0.08791299909353256, 0.9120869636535645]",0.249056555,,,
502,1,49.70%,80.52%,0.0715,"[0.03737340122461319, 0.962626576423645]",0.240178728,,,
503,0,49.60%,80.36%,3.6385,"[0.013664398342370987, 0.9863356351852417]",0.410094791,,,
504,1,49.70%,80.40%,0.185,"[0.1955893486738205, 0.8044106364250183]",0.398840052,,,
505,0,49.60%,80.24%,4.8353,"[0.026197347790002823, 0.9738026857376099]",0.620663049,,,
506,0,49.51%,80.28%,0.0172,"[0.9699763655662537, 0.030023638159036636]",0.590489897,,,
507,0,49.41%,80.31%,0.1863,"[0.9865114688873291, 0.013488487340509892]",0.570280402,,,
508,1,49.51%,80.35%,0.0193,"[0.016198905184864998, 0.9838010668754578]",0.542731382,,,
509,0,49.41%,80.20%,2.2774,"[0.04944021254777908, 0.9505597352981567]",0.629464813,,,
510,1,49.51%,80.23%,0.0068,"[0.004067183937877417, 0.9959328770637512]",0.598331572,,,
511,0,49.41%,80.27%,0.4562,"[0.9217778444290161, 0.07822209596633911]",0.591224993,,,
512,1,49.51%,80.31%,0.0336,"[0.08396213501691818, 0.916037917137146]",0.563343744,,,
513,0,49.42%,80.35%,0.0084,"[0.9938586354255676, 0.006141398102045059]",0.535596557,,,
514,0,49.32%,80.39%,0.0042,"[0.9906409382820129, 0.009358988143503666]",0.509026729,,,
515,0,49.22%,80.43%,0.0083,"[0.9888749122619629, 0.011125150136649609]",0.483990392,,,
516,0,49.13%,80.46%,0.0016,"[0.9976288676261902, 0.0023711472749710083]",0.459870873,,,
517,0,49.03%,80.50%,0.0031,"[0.9968620538711548, 0.0031379652209579945]",0.437032329,,,
518,0,48.94%,80.54%,0.0031,"[0.9862236380577087, 0.013776421546936035]",0.415335713,,,
519,0,48.85%,80.58%,0.0038,"[0.9721575975418091, 0.027842355892062187]",0.394758927,,,
520,0,48.75%,80.61%,0.0062,"[0.9962970614433289, 0.0037029299419373274]",0.375330981,,,
521,1,48.85%,80.65%,0.0051,"[0.005061873700469732, 0.9949381351470947]",0.356819432,,,
522,1,48.95%,80.69%,0.0055,"[0.005537118297070265, 0.9944629073143005]",0.33925346,,,
523,1,49.05%,80.73%,0.0036,"[0.00454596895724535, 0.995453953742981]",0.322470787,,,
524,0,48.95%,80.76%,0.479,"[0.9185205101966858, 0.08147948980331421]",0.330297248,,,
